sno,filepath,label,source,fold_id,duration_sec,duration_samples,sr,channels,bit_depth,md5,extra_meta
155,data/gunshot_kaggle/AK-47/1 (60).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,f8d2f79f956e4b62bbf4c11d2fe12e39,weapon_id=AK-47
156,data/gunshot_kaggle/AK-47/1 (61).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,db92fc84a38c55ec4ef44a2d06719559,weapon_id=AK-47
157,data/gunshot_kaggle/AK-47/1 (62).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,71c5dddd134b94e55d7f8671340814ce,weapon_id=AK-47
158,data/gunshot_kaggle/AK-47/1 (63).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,3d5524514c373b085b4e5372447b27eb,weapon_id=AK-47
159,data/gunshot_kaggle/AK-47/1 (64).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,786afb64ddfdf81da0ef00b67213ac79,weapon_id=AK-47
160,data/gunshot_kaggle/AK-47/1 (65).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,02619c3b02c93a24b85c29dfd5ef3066,weapon_id=AK-47
161,data/gunshot_kaggle/AK-47/1 (66).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,3414272378ce5431c1cc682114d9842a,weapon_id=AK-47
162,data/gunshot_kaggle/AK-47/1 (67).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,6c89d95c912a27355948d55274ea83cd,weapon_id=AK-47
163,data/gunshot_kaggle/AK-47/1 (68).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,88e9d4ef7a6d85b67c31205e1ecfb30f,weapon_id=AK-47
164,data/gunshot_kaggle/AK-47/1 (69).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,6d20169f07a688d6c9b61da8da0d19af,weapon_id=AK-47
165,data/gunshot_kaggle/AK-47/1 (7).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,36ec759191513bbdea85667d82426893,weapon_id=AK-47
166,data/gunshot_kaggle/AK-47/1 (70).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,32c84bde9cfba625e6491a6f1e8d1bcf,weapon_id=AK-47
167,data/gunshot_kaggle/AK-47/1 (71).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,6e9e307be27d8808fe623c3a0ec98498,weapon_id=AK-47
168,data/gunshot_kaggle/AK-47/1 (72).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,ac755a77d9b065bc89342f866e633e70,weapon_id=AK-47
169,data/gunshot_kaggle/AK-47/1 (8).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,a36acf32e6caf641d7158230f384c91a,weapon_id=AK-47
170,data/gunshot_kaggle/AK-47/1 (9).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,65143631fb7518570ee406f3caca46af,weapon_id=AK-47
171,data/gunshot_kaggle/IMI Desert Eagle/2 (1).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,ab2aabadb4abe8522f66ea9fceb9fb6d,weapon_id=IMI Desert Eagle
172,data/gunshot_kaggle/IMI Desert Eagle/2 (10).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,2303500f70acb0a236681d9c9ab634c5,weapon_id=IMI Desert Eagle
173,data/gunshot_kaggle/IMI Desert Eagle/2 (100).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,6a92f9f819e102dc2fadde6952bd7f63,weapon_id=IMI Desert Eagle
174,data/gunshot_kaggle/IMI Desert Eagle/2 (11).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,57ee3e5b46c41dd85307fe16f6c8e7fd,weapon_id=IMI Desert Eagle
175,data/gunshot_kaggle/IMI Desert Eagle/2 (12).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,28ce4e62567787cc13557e946e6c32bf,weapon_id=IMI Desert Eagle
176,data/gunshot_kaggle/IMI Desert Eagle/2 (13).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,c66cabb1d26d3f112c12c71e951f3b2b,weapon_id=IMI Desert Eagle
177,data/gunshot_kaggle/IMI Desert Eagle/2 (14).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,2f375474f8d7ae2725d3e54c736b8d9f,weapon_id=IMI Desert Eagle
178,data/gunshot_kaggle/IMI Desert Eagle/2 (15).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,097cf1e140c2ab0f7e09c1541b08c58d,weapon_id=IMI Desert Eagle
179,data/gunshot_kaggle/IMI Desert Eagle/2 (16).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,fa5cb7727410be021978e4c057804c1c,weapon_id=IMI Desert Eagle
180,data/gunshot_kaggle/IMI Desert Eagle/2 (17).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,9fcf73d36a3aa9caac867d65ccbe67fa,weapon_id=IMI Desert Eagle
181,data/gunshot_kaggle/IMI Desert Eagle/2 (18).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,dfe941345ee17d141d9f0af8cda3fac1,weapon_id=IMI Desert Eagle
182,data/gunshot_kaggle/IMI Desert Eagle/2 (19).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,7ce3dfa03d0a8c3763798510d8739464,weapon_id=IMI Desert Eagle
183,data/gunshot_kaggle/IMI Desert Eagle/2 (2).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,d8100380e52b528bf6f4a5e66a6b5f79,weapon_id=IMI Desert Eagle
184,data/gunshot_kaggle/IMI Desert Eagle/2 (20).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,efa616052ae8d324f587fa4f635b710c,weapon_id=IMI Desert Eagle
185,data/gunshot_kaggle/IMI Desert Eagle/2 (21).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,7696eecc8944afc9cf01c4d79c8d4e0f,weapon_id=IMI Desert Eagle
186,data/gunshot_kaggle/IMI Desert Eagle/2 (22).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,d9911813a065929596049877623e75aa,weapon_id=IMI Desert Eagle
187,data/gunshot_kaggle/IMI Desert Eagle/2 (23).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,d37c9dc253dda8f291e71def9d8a98e2,weapon_id=IMI Desert Eagle
188,data/gunshot_kaggle/IMI Desert Eagle/2 (24).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,3c57e6a1c11dde6bb6038dd6fe291c6d,weapon_id=IMI Desert Eagle
189,data/gunshot_kaggle/IMI Desert Eagle/2 (25).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,d1df06bc1f64fc14e231407648b045cd,weapon_id=IMI Desert Eagle
190,data/gunshot_kaggle/IMI Desert Eagle/2 (26).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,43c983fdb15bfb68cd5c00c7e5263369,weapon_id=IMI Desert Eagle
191,data/gunshot_kaggle/IMI Desert Eagle/2 (27).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,44ddd3ed598bc93f2612deacce30328c,weapon_id=IMI Desert Eagle
192,data/gunshot_kaggle/IMI Desert Eagle/2 (28).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,0cf2804e31d0c979ec899143953661b0,weapon_id=IMI Desert Eagle
193,data/gunshot_kaggle/IMI Desert Eagle/2 (29).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,6de2af7b73a2edd7566ba7cccb56e897,weapon_id=IMI Desert Eagle
194,data/gunshot_kaggle/IMI Desert Eagle/2 (3).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,74588f5739cbbf98258c59e75d8478a9,weapon_id=IMI Desert Eagle
195,data/gunshot_kaggle/IMI Desert Eagle/2 (30).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,0fefbaa4e386968b53f2295e4a49f92a,weapon_id=IMI Desert Eagle
196,data/gunshot_kaggle/IMI Desert Eagle/2 (31).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,3e907c80db944904333aedd0776c47e9,weapon_id=IMI Desert Eagle
197,data/gunshot_kaggle/IMI Desert Eagle/2 (32).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,d62c99088a4da8b351950e3919ec93e6,weapon_id=IMI Desert Eagle
198,data/gunshot_kaggle/IMI Desert Eagle/2 (33).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,8f11803177571b5367c86173affa8ed2,weapon_id=IMI Desert Eagle
199,data/gunshot_kaggle/IMI Desert Eagle/2 (34).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,7f9b9aa27568124631cd523ab75e4354,weapon_id=IMI Desert Eagle
200,data/gunshot_kaggle/IMI Desert Eagle/2 (35).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,eff128598fd469814cefa72df0f44eae,weapon_id=IMI Desert Eagle
201,data/gunshot_kaggle/IMI Desert Eagle/2 (36).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,c22fe81fdfb1601ca8b4412c13702ab8,weapon_id=IMI Desert Eagle
202,data/gunshot_kaggle/IMI Desert Eagle/2 (37).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,223c097958bfd9ab30b9ff2d75546c19,weapon_id=IMI Desert Eagle
203,data/gunshot_kaggle/IMI Desert Eagle/2 (38).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,78be421e8f20bc7346913dfc14f56942,weapon_id=IMI Desert Eagle
204,data/gunshot_kaggle/IMI Desert Eagle/2 (39).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,6fadb61d5c451b184104acf03c234936,weapon_id=IMI Desert Eagle
205,data/gunshot_kaggle/IMI Desert Eagle/2 (4).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,5ebd90a4aa965631b0f9dde37f72f701,weapon_id=IMI Desert Eagle
206,data/gunshot_kaggle/IMI Desert Eagle/2 (40).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,5c3dcd851e4143d2b41f569087b77ce0,weapon_id=IMI Desert Eagle
207,data/gunshot_kaggle/IMI Desert Eagle/2 (41).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,9cad58b9c7cb40f8cf6e3f4382534113,weapon_id=IMI Desert Eagle
208,data/gunshot_kaggle/IMI Desert Eagle/2 (42).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,3efcfe183355445c37f6686afd8a510d,weapon_id=IMI Desert Eagle
209,data/gunshot_kaggle/IMI Desert Eagle/2 (43).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,fd8b434544eddb2a870b27e8f4e2d024,weapon_id=IMI Desert Eagle
210,data/gunshot_kaggle/IMI Desert Eagle/2 (44).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,aa310baf6e559eec8e4acab63c0fe425,weapon_id=IMI Desert Eagle
211,data/gunshot_kaggle/IMI Desert Eagle/2 (45).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,cd76de3fa0fa22c9ca5cc64c90c84987,weapon_id=IMI Desert Eagle
212,data/gunshot_kaggle/IMI Desert Eagle/2 (46).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,d2083d6080b79a394b1975271b17140b,weapon_id=IMI Desert Eagle
213,data/gunshot_kaggle/IMI Desert Eagle/2 (47).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,227bf6213543be2b58d32dddddf2c449,weapon_id=IMI Desert Eagle
214,data/gunshot_kaggle/IMI Desert Eagle/2 (48).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,507a145fa910aef459e01c2e57700476,weapon_id=IMI Desert Eagle
215,data/gunshot_kaggle/IMI Desert Eagle/2 (49).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,2ec40ef9cdb7cc212958c75357978735,weapon_id=IMI Desert Eagle
216,data/gunshot_kaggle/IMI Desert Eagle/2 (5).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,fa0c9427f132f33404dd7fdd9627f54a,weapon_id=IMI Desert Eagle
217,data/gunshot_kaggle/IMI Desert Eagle/2 (50).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,646c6b0234e4296698ed096f20c3f0cb,weapon_id=IMI Desert Eagle
218,data/gunshot_kaggle/IMI Desert Eagle/2 (51).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,163789c60b08e38cee0df8c7ac6e17a5,weapon_id=IMI Desert Eagle
219,data/gunshot_kaggle/IMI Desert Eagle/2 (52).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,07282dd8593eff4c1c407488f82fe979,weapon_id=IMI Desert Eagle
220,data/gunshot_kaggle/IMI Desert Eagle/2 (53).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,ab0be91041abff8506556fa5c232643c,weapon_id=IMI Desert Eagle
221,data/gunshot_kaggle/IMI Desert Eagle/2 (54).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,96fbf7308fa343d67f256ffb26182e10,weapon_id=IMI Desert Eagle
222,data/gunshot_kaggle/IMI Desert Eagle/2 (55).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,308b110128ac2425960cae3829012ec1,weapon_id=IMI Desert Eagle
223,data/gunshot_kaggle/IMI Desert Eagle/2 (56).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,c118b4aff8f758eb7fab0c7ab7efaf78,weapon_id=IMI Desert Eagle
224,data/gunshot_kaggle/IMI Desert Eagle/2 (57).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,aedf59e1a0625db39ab113ae34be45c7,weapon_id=IMI Desert Eagle
225,data/gunshot_kaggle/IMI Desert Eagle/2 (58).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,58174c1270baa137d014f3ebb722d78c,weapon_id=IMI Desert Eagle
226,data/gunshot_kaggle/IMI Desert Eagle/2 (59).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,a1d04c1245e35c3533e643473e6d1ea9,weapon_id=IMI Desert Eagle
227,data/gunshot_kaggle/IMI Desert Eagle/2 (6).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,5979d8a2cb06a602d0b1c6c77462e0f3,weapon_id=IMI Desert Eagle
228,data/gunshot_kaggle/IMI Desert Eagle/2 (60).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,982b7207cc15fd09f0a5a3dacaf9d63f,weapon_id=IMI Desert Eagle
229,data/gunshot_kaggle/IMI Desert Eagle/2 (61).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,331f2dd6c3b037549fbae23876a45886,weapon_id=IMI Desert Eagle
230,data/gunshot_kaggle/IMI Desert Eagle/2 (62).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,2b14f556d824731b2e8957e143db176c,weapon_id=IMI Desert Eagle
231,data/gunshot_kaggle/IMI Desert Eagle/2 (63).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,4a287f07d7d37c029b27fe3838b9c006,weapon_id=IMI Desert Eagle
232,data/gunshot_kaggle/IMI Desert Eagle/2 (64).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,4532f64255b48b44de2703c60f39d5b3,weapon_id=IMI Desert Eagle
233,data/gunshot_kaggle/IMI Desert Eagle/2 (65).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,eb1e5dc8c6f1324a9f445db316190a3f,weapon_id=IMI Desert Eagle
234,data/gunshot_kaggle/IMI Desert Eagle/2 (66).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,a008599638b122e10e61dc5683609fdc,weapon_id=IMI Desert Eagle
235,data/gunshot_kaggle/IMI Desert Eagle/2 (67).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,8f62d7aed9f2fd4ad07a8f0c8b8e3103,weapon_id=IMI Desert Eagle
236,data/gunshot_kaggle/IMI Desert Eagle/2 (68).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,d55d70ebe307903033decd48b1a6ef98,weapon_id=IMI Desert Eagle
237,data/gunshot_kaggle/IMI Desert Eagle/2 (69).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,67d975121f32f86bcd178d96e74269c5,weapon_id=IMI Desert Eagle
238,data/gunshot_kaggle/IMI Desert Eagle/2 (7).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,ff09ac92fdceff85ac31e5e147de83b6,weapon_id=IMI Desert Eagle
239,data/gunshot_kaggle/IMI Desert Eagle/2 (70).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,4c2c2fe3a3ffba0341d44e296e2d0f67,weapon_id=IMI Desert Eagle
240,data/gunshot_kaggle/IMI Desert Eagle/2 (71).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,40e1689d3fea056fae8e0d509f58ca59,weapon_id=IMI Desert Eagle
241,data/gunshot_kaggle/IMI Desert Eagle/2 (72).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,f7b3635fac4fb677d11743d53d770e96,weapon_id=IMI Desert Eagle
242,data/gunshot_kaggle/IMI Desert Eagle/2 (73).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,c873c766cfd44e0ed32cf73d6ed5e629,weapon_id=IMI Desert Eagle
243,data/gunshot_kaggle/IMI Desert Eagle/2 (74).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,27184c621a574ef2a1dabf4b3da1c061,weapon_id=IMI Desert Eagle
244,data/gunshot_kaggle/IMI Desert Eagle/2 (75).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,b30a73f6b393bafeda5cd6e7ede9aa92,weapon_id=IMI Desert Eagle
245,data/gunshot_kaggle/IMI Desert Eagle/2 (76).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,2e1744d8a5dbe57e330e920aba0d3835,weapon_id=IMI Desert Eagle
246,data/gunshot_kaggle/IMI Desert Eagle/2 (77).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,1996aa8a955c65dc9956a6b9192addae,weapon_id=IMI Desert Eagle
247,data/gunshot_kaggle/IMI Desert Eagle/2 (78).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,ff73d5e1ca595dadbaacd2f4bff8568d,weapon_id=IMI Desert Eagle
248,data/gunshot_kaggle/IMI Desert Eagle/2 (79).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,bfd45bbdd0edb693ef8eb9adab929fe6,weapon_id=IMI Desert Eagle
249,data/gunshot_kaggle/IMI Desert Eagle/2 (8).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,2618ea526eb14be270bcfb6c2cc51898,weapon_id=IMI Desert Eagle
250,data/gunshot_kaggle/IMI Desert Eagle/2 (80).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,5f003539d0df9137d68dc788f3b17693,weapon_id=IMI Desert Eagle
251,data/gunshot_kaggle/IMI Desert Eagle/2 (81).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,8c2fa13b6ce8b521f8ed52d5b2bc84b6,weapon_id=IMI Desert Eagle
252,data/gunshot_kaggle/IMI Desert Eagle/2 (82).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,c897e00a3f5018e0a691d0138c1c2d5b,weapon_id=IMI Desert Eagle
253,data/gunshot_kaggle/IMI Desert Eagle/2 (83).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,3101fa67e57ecdf90e66a3a412797d59,weapon_id=IMI Desert Eagle
254,data/gunshot_kaggle/IMI Desert Eagle/2 (84).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,97589ccc01e81152b269b9652cab5f5f,weapon_id=IMI Desert Eagle
255,data/gunshot_kaggle/IMI Desert Eagle/2 (85).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,20d66a68faa5565a16d6b422d2e2cfe3,weapon_id=IMI Desert Eagle
256,data/gunshot_kaggle/IMI Desert Eagle/2 (86).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,eb8ce4a929e6a413cbddf10b92c186ad,weapon_id=IMI Desert Eagle
257,data/gunshot_kaggle/IMI Desert Eagle/2 (87).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,a61daddf6e9ea9a3c4c6e93f0fddad6d,weapon_id=IMI Desert Eagle
258,data/gunshot_kaggle/IMI Desert Eagle/2 (88).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,be9c29f39446210125587032608336ac,weapon_id=IMI Desert Eagle
259,data/gunshot_kaggle/IMI Desert Eagle/2 (89).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,388709d2bd97e3764aa1fcbe0cdc861b,weapon_id=IMI Desert Eagle
260,data/gunshot_kaggle/IMI Desert Eagle/2 (9).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,31ddc4857bcdabca089456adc8278221,weapon_id=IMI Desert Eagle
261,data/gunshot_kaggle/IMI Desert Eagle/2 (90).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,e8b384c6f7336475a0b4ee55b85e76ab,weapon_id=IMI Desert Eagle
262,data/gunshot_kaggle/IMI Desert Eagle/2 (91).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,b137d93a47a43a8a96efe751fa5e8436,weapon_id=IMI Desert Eagle
263,data/gunshot_kaggle/IMI Desert Eagle/2 (92).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,5f684577f15740e6f628cef976c57856,weapon_id=IMI Desert Eagle
264,data/gunshot_kaggle/IMI Desert Eagle/2 (93).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,aaf8e6d05b62f762057b3b7441f83636,weapon_id=IMI Desert Eagle
265,data/gunshot_kaggle/IMI Desert Eagle/2 (94).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,97812a6734e75e6fc34919f5246e0476,weapon_id=IMI Desert Eagle
266,data/gunshot_kaggle/IMI Desert Eagle/2 (95).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,1679b5fdc2242706cedcb4bcca679947,weapon_id=IMI Desert Eagle
267,data/gunshot_kaggle/IMI Desert Eagle/2 (96).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,ec02026795e1637a08bd4900aa8df566,weapon_id=IMI Desert Eagle
268,data/gunshot_kaggle/IMI Desert Eagle/2 (97).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,cbf6f2b5bf226ac66e174f745e8aae89,weapon_id=IMI Desert Eagle
269,data/gunshot_kaggle/IMI Desert Eagle/2 (98).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,a964bceee9c5f647b420df0d632d95f7,weapon_id=IMI Desert Eagle
270,data/gunshot_kaggle/IMI Desert Eagle/2 (99).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,38d9e49ea1e2664d3c3fa62130697adb,weapon_id=IMI Desert Eagle
271,data/gunshot_kaggle/M16/5 (1).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,9b8ff5bac12dea9c97f5c2ce7f5ead25,weapon_id=M16
272,data/gunshot_kaggle/M16/5 (10).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,e2e5987a9f9b0ad15bb13853ec1f5e35,weapon_id=M16
273,data/gunshot_kaggle/M16/5 (100).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,401938f0d299e1be1388a0bfa4493ce2,weapon_id=M16
274,data/gunshot_kaggle/M16/5 (11).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,4107f7bb7cfc3916b0172e1129a8038c,weapon_id=M16
275,data/gunshot_kaggle/M16/5 (12).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,a07070ea34777a48e3a3a53cd5e9b204,weapon_id=M16
276,data/gunshot_kaggle/M16/5 (13).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,ce4aad67327700715d5dbd5ad3536473,weapon_id=M16
277,data/gunshot_kaggle/M16/5 (14).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,d8a725b67bf1883c170bb682a83e357a,weapon_id=M16
278,data/gunshot_kaggle/M16/5 (15).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,f998fd4fe9436ab3f451df8074bb51d6,weapon_id=M16
279,data/gunshot_kaggle/M16/5 (16).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,76393ec3beed909cb337c3347659be66,weapon_id=M16
280,data/gunshot_kaggle/M16/5 (17).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,3d4a8384f869a814ce5050cc89231f76,weapon_id=M16
281,data/gunshot_kaggle/M16/5 (18).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,50ddf2bb064264402fcd63b79ee50d36,weapon_id=M16
282,data/gunshot_kaggle/M16/5 (19).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,3603da8c36c8fbdb9ca469ab49ffc562,weapon_id=M16
283,data/gunshot_kaggle/M16/5 (2).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,851237daf378b387e7075e59e068c2c3,weapon_id=M16
284,data/gunshot_kaggle/M16/5 (20).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,aaa0c288f2280c6cdabb43eee782da94,weapon_id=M16
285,data/gunshot_kaggle/M16/5 (21).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,2be2dfbf84c7426eab1ca855152a1c4a,weapon_id=M16
286,data/gunshot_kaggle/M16/5 (22).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,1eacd29ba17627ae4f404f991b72393c,weapon_id=M16
287,data/gunshot_kaggle/M16/5 (23).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,d58fc830ab164fff523b1735ed630493,weapon_id=M16
288,data/gunshot_kaggle/M16/5 (24).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,5af6870ac1b15d5a174915227a48fbc0,weapon_id=M16
289,data/gunshot_kaggle/M16/5 (25).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,cc90a20e88e2aeb85af2c07482985ef6,weapon_id=M16
290,data/gunshot_kaggle/M16/5 (26).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,0da09df0d54bc9ff303015a2fce906a1,weapon_id=M16
291,data/gunshot_kaggle/M16/5 (27).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,42de88961fe469b830f9d2380dcb253a,weapon_id=M16
292,data/gunshot_kaggle/M16/5 (28).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,55b7cdef607003d78fc7f5312592ce51,weapon_id=M16
293,data/gunshot_kaggle/M16/5 (29).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,262124bcc9cc173f0ffb469e60e8b35a,weapon_id=M16
294,data/gunshot_kaggle/M16/5 (3).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,05681b9637d4084e1a361b30fd4e7c5d,weapon_id=M16
295,data/gunshot_kaggle/M16/5 (30).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,3f2e58c9740dcfe956486649ebccf7ee,weapon_id=M16
296,data/gunshot_kaggle/M16/5 (31).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,072f554e0a1233040e8e17d2ed39e5a5,weapon_id=M16
